service_date,day_type,bus,rail_boardings,total_rides
09/15/2006,W,1060398,729995,1790393
09/16/2006,A,651694,421692,1073386
09/17/2006,U,433989,294159,728148
09/18/2006,W,1037929,688531,1726460
09/19/2006,W,1041255,690760,1732015
09/20/2006,W,1053131,700536,1753667
09/21/2006,W,1044501,696162,1740663
09/22/2006,W,993335,668669,1662004
09/23/2006,A,584517,349931,934448
09/24/2006,U,420423,259500,679923
09/25/2006,W,1041474,666046,1707520
09/26/2006,W,1054882,695484,1750366
09/27/2006,W,1035426,690413,1725839
09/28/2006,W,1043356,676811,1720167
09/29/2006,W,1058057,699340,1757397
09/30/2006,A,636906,394280,1031186
10/01/2006,U,462755,296236,758991
10/02/2006,W,981933,635901,1617834
10/03/2006,W,1064774,681381,1746155
10/04/2006,W,1026517,675804,1702321
10/05/2006,W,1060282,698851,1759133
10/06/2006,W,1055911,691122,1747033
10/07/2006,A,641240,373957,1015197
10/08/2006,U,452460,283787,736247
10/09/2006,W,806458,572361,1378819
10/10/2006,W,1055021,684475,1739496
10/11/2006,W,1022625,684138,1706763
10/12/2006,W,998899,676609,1675508
10/13/2006,W,1014747,680633,1695380
10/14/2006,A,622249,386404,1008653
10/15/2006,U,420083,260059,680142
10/16/2006,W,1011001,668480,1679481
10/17/2006,W,1029815,683799,1713614
10/18/2006,W,1035671,687285,1722956
10/19/2006,W,1035827,689629,1725456
10/20/2006,W,1031742,705991,1737733
10/21/2006,A,631254,403698,1034952
10/22/2006,U,389726,375938,765664
10/23/2006,W,1018534,659505,1678039
10/24/2006,W,1043962,675059,1719021
10/25/2006,W,1057646,663754,1721400
10/26/2006,W,994421,659139,1653560
10/27/2006,W,1007282,663912,1671194
10/28/2006,A,622775,364159,986934
10/29/2006,U,434824,265624,700448
10/30/2006,W,1033777,660257,1694034
10/31/2006,W,997495,663340,1660835
11/01/2006,W,1053237,673789,1727026
11/02/2006,W,1012046,671054,1683100
11/03/2006,W,959706,654291,1613997
11/04/2006,A,609584,356326,965910
11/05/2006,U,435747,266756,702503
11/06/2006,W,1026257,653935,1680192
11/07/2006,W,1033037,651606,1684643
11/08/2006,W,1046870,674951,1721821
11/09/2006,W,1001116,668263,1669379
11/10/2006,W,935843,610547,1546390
11/11/2006,A,591773,376391,968164
11/12/2006,U,417471,251876,669347
11/13/2006,W,1007564,643008,1650572
11/14/2006,W,1047208,669094,1716302
11/15/2006,W,1039976,661667,1701643
11/16/2006,W,998140,658701,1656841
11/17/2006,W,1018763,664438,1683201
11/18/2006,A,620464,403175,1023639
11/19/2006,U,417408,242830,660238
11/20/2006,W,1022880,638117,1660997
11/21/2006,W,1022970,651230,1674200
11/22/2006,W,980561,616974,1597535
11/23/2006,U,318233,182131,500364
11/24/2006,W,628700,393228,1021928
11/25/2006,A,549875,317650,867525
11/26/2006,U,400592,234961,635553
11/27/2006,W,1012191,628799,1640990
11/28/2006,W,1030255,648239,1678494
11/29/2006,W,976231,634505,1610736
11/30/2006,W,985569,649626,1635195
12/01/2006,W,912314,629776,1542090
12/02/2006,A,595637,338009,933646
12/03/2006,U,375419,224761,600180
12/04/2006,W,962864,605349,1568213
12/05/2006,W,992857,620241,1613098
12/06/2006,W,1015490,629687,1645177
12/07/2006,W,921792,603900,1525692
12/08/2006,W,952445,626294,1578739
12/09/2006,A,590225,344215,934440
12/10/2006,U,406068,237226,643294
12/11/2006,W,995926,609360,1605286
12/12/2006,W,991473,612992,1604465
12/13/2006,W,1020619,640224,1660843
12/14/2006,W,1007667,626704,1634371
12/15/2006,W,1002739,632077,1634816
12/16/2006,A,632218,356756,988974
12/17/2006,U,432910,251802,684712
12/18/2006,W,990534,591895,1582429
12/19/2006,W,1019785,596338,1616123
12/20/2006,W,975226,586048,1561274
12/21/2006,W,924778,564199,1488977
12/22/2006,W,906201,529373,1435574
12/23/2006,A,578507,277455,855962
12/24/2006,U,391926,175847,567773
12/25/2006,U,242369,112855,355224
12/26/2006,W,652808,377449,1030257
12/27/2006,W,732919,460703,1193622
12/28/2006,W,758151,487441,1245592
12/29/2006,W,816636,499735,1316371
12/30/2006,A,589298,310684,899982
12/31/2006,U,412048,293362,705410
01/01/2007,U,326042,219953,545995
01/02/2007,W,772549,452097,1224646
01/03/2007,W,871683,561287,1432970
01/04/2007,W,814984,548904,1363888
01/05/2007,W,862748,569322,1432070
01/06/2007,A,580851,305019,885870
01/07/2007,U,384626,208188,592814
01/08/2007,W,976783,594028,1570811
01/09/2007,W,978577,598746,1577323
01/10/2007,W,968643,599118,1567761
01/11/2007,W,967218,602194,1569412
01/12/2007,W,973391,603456,1576847
01/13/2007,A,562827,308047,870874
01/14/2007,U,368736,217983,586719
01/15/2007,W,604564,389675,994239
01/16/2007,W,978082,620145,1598227
01/17/2007,W,977527,618895,1596422
01/18/2007,W,982237,620579,1602816
01/19/2007,W,978490,617473,1595963
01/20/2007,A,576490,316657,893147
01/21/2007,U,364130,214796,578926
01/22/2007,W,1002003,616824,1618827
01/23/2007,W,1011645,629993,1641638
01/24/2007,W,1006911,629208,1636119
01/25/2007,W,988347,630002,1618349
01/26/2007,W,901880,600561,1502441
01/27/2007,A,578477,314380,892857
01/28/2007,U,345116,199255,544371
01/29/2007,W,945286,594742,1540028
01/30/2007,W,952201,604145,1556346
01/31/2007,W,943384,598814,1542198
02/01/2007,W,1007882,616420,1624302
02/02/2007,W,958446,584607,1543053
02/03/2007,A,454188,247767,701955
02/04/2007,U,266510,162712,429222
02/05/2007,W,761572,500675,1262247
02/06/2007,W,850354,564981,1415335
02/07/2007,W,933093,593113,1526206
02/08/2007,W,948308,591797,1540105
02/09/2007,W,944364,582089,1526453
02/10/2007,A,546086,292046,838132
02/11/2007,U,369026,201895,570921
02/12/2007,W,793846,530211,1324057
02/13/2007,W,805441,607127,1412568
02/14/2007,W,884567,596676,1481243
02/15/2007,W,933588,604415,1538003
02/16/2007,W,928048,589591,1517639
02/17/2007,A,562470,306944,869414
02/18/2007,U,394698,226617,621315
02/19/2007,W,736322,466950,1203272
02/20/2007,W,1030943,626057,1657000
02/21/2007,W,1036604,631249,1667853
02/22/2007,W,1018598,631479,1650077
02/23/2007,W,999849,617663,1617512
02/24/2007,A,544391,302947,847338
02/25/2007,U,331808,195652,527460
02/26/2007,W,953661,597444,1551105
02/27/2007,W,998059,610100,1608159
02/28/2007,W,997324,617882,1615206
03/01/2007,W,991173,616136,1607309
03/02/2007,W,961731,596551,1558282
03/03/2007,A,582869,304060,886929
03/04/2007,U,400292,214735,615027
03/05/2007,W,861145,558483,1419628
03/06/2007,W,1004928,611416,1616344
03/07/2007,W,1000287,611040,1611327
03/08/2007,W,1019684,625383,1645067
03/09/2007,W,1021269,616768,1638037
03/10/2007,A,645222,343183,988405
03/11/2007,U,435861,237257,673118
03/12/2007,W,1009154,613447,1622601
03/13/2007,W,1053169,648460,1701629
03/14/2007,W,1010219,631196,1641415
03/15/2007,W,1011742,635295,1647037
03/16/2007,W,1019835,638871,1658706
03/17/2007,A,622487,432315,1054802
03/18/2007,U,420366,236110,656476
03/19/2007,W,1007874,607303,1615177
03/20/2007,W,1031451,620644,1652095
03/21/2007,W,970928,596843,1567771
03/22/2007,W,1025487,620409,1645896
03/23/2007,W,997803,601679,1599482
03/24/2007,A,619377,326859,946236
03/25/2007,U,442112,267216,709328
03/26/2007,W,1011806,604279,1616085
03/27/2007,W,1010067,606509,1616576
03/28/2007,W,981180,608639,1589819
03/29/2007,W,1014456,626073,1640529
03/30/2007,W,1037493,621496,1658989
03/31/2007,A,608037,323073,931110
04/01/2007,U,425595,222200,647795
04/02/2007,W,936869,574727,1511596
04/03/2007,W,932688,564461,1497149
04/04/2007,W,874823,565985,1440808
04/05/2007,W,892666,577450,1470116
04/06/2007,W,822387,508529,1330916
04/07/2007,A,547926,279962,827888
04/08/2007,U,374365,189557,563922
04/09/2007,W,1002171,601020,1603191
04/10/2007,W,1048978,629888,1678866
04/11/2007,W,921761,585857,1507618
04/12/2007,W,1015749,617734,1633483
04/13/2007,W,946466,621763,1568229
04/14/2007,A,619468,349162,968630
04/15/2007,U,447385,250988,698373
04/16/2007,W,1057373,622244,1679617
04/17/2007,W,1058244,631795,1690039
04/18/2007,W,1030970,617779,1648749
04/19/2007,W,987896,617546,1605442
04/20/2007,W,1049980,647296,1697276
04/21/2007,A,672236,371504,1043740
04/22/2007,U,474187,271708,745895
04/23/2007,W,1021947,617017,1638964
04/24/2007,W,1054294,631249,1685543
04/25/2007,W,927830,604311,1532141
04/26/2007,W,954930,604957,1559887
04/27/2007,W,1017433,617985,1635418
04/28/2007,A,657645,320088,977733
04/29/2007,U,467869,237595,705464
04/30/2007,W,1030435,599953,1630388
05/01/2007,W,1096741,680365,1777106
05/02/2007,W,1067338,617675,1685013
05/03/2007,W,1102282,631926,1734208
05/04/2007,W,1081903,642564,1724467
05/05/2007,A,664729,360852,1025581
05/06/2007,U,470694,266988,737682
05/07/2007,W,1059535,610376,1669911
05/08/2007,W,1079400,648555,1727955
05/09/2007,W,1061512,645132,1706644
05/10/2007,W,1065947,654856,1720803
05/11/2007,W,1050841,668098,1718939
05/12/2007,A,660001,329029,989030
05/13/2007,U,446076,224489,670565
05/14/2007,W,1017451,586905,1604356
05/15/2007,W,999166,604844,1604010
05/16/2007,W,1028004,625297,1653301
05/17/2007,W,1043033,627116,1670149
05/18/2007,W,1044582,643462,1688044
05/19/2007,A,684079,343947,1028026
05/20/2007,U,422463,233007,655470
05/21/2007,W,1039954,614276,1654230
05/22/2007,W,1044661,627087,1671748
05/23/2007,W,1028065,623366,1651431
05/24/2007,W,1009067,617536,1626603
05/25/2007,W,995233,611019,1606252
05/26/2007,A,556682,307727,864409
05/27/2007,U,451833,270636,722469
05/28/2007,U,415256,254935,670191
05/29/2007,W,1024735,622662,1647397
05/30/2007,W,1055384,637763,1693147
05/31/2007,W,997007,612977,1609984
06/01/2007,W,1079848,654251,1734099
06/02/2007,A,680844,367035,1047879
06/03/2007,U,461358,263646,725004
06/04/2007,W,988557,611310,1599867
06/05/2007,W,1067413,643474,1710887
06/06/2007,W,1047624,641107,1688731
06/07/2007,W,1041490,656169,1697659
06/08/2007,W,1025937,653397,1679334
06/09/2007,A,661835,402393,1064228
06/10/2007,U,466294,291979,758273
06/11/2007,W,1000007,645161,1645168
06/12/2007,W,1015390,660899,1676289
06/13/2007,W,955467,654913,1610380
06/14/2007,W,944081,653008,1597089
06/15/2007,W,1018966,670995,1689961
06/16/2007,A,633038,363871,996909
06/17/2007,U,464411,257682,722093
06/18/2007,W,898272,590320,1488592
06/19/2007,W,954392,618913,1573305
06/20/2007,W,952574,625805,1578379
06/21/2007,W,941671,626907,1568578
06/22/2007,W,915690,623048,1538738
06/23/2007,A,576598,336644,913242
06/24/2007,U,451145,346881,798026
06/25/2007,W,922491,619299,1541790
06/26/2007,W,887917,623390,1511307
06/27/2007,W,905210,627568,1532778
06/28/2007,W,927302,620611,1547913
06/29/2007,W,968906,708650,1677556
06/30/2007,A,680629,447188,1127817
07/01/2007,U,495101,354648,849749
07/02/2007,W,955129,644079,1599208
07/03/2007,W,1048504,848262,1896766
07/04/2007,U,486961,349716,836677
07/05/2007,W,933153,655871,1589024
07/06/2007,W,956208,696508,1652716
07/07/2007,A,640418,398525,1038943
07/08/2007,U,443791,287948,731739
07/09/2007,W,896820,587889,1484709
07/10/2007,W,939774,610001,1549775
07/11/2007,W,973860,629790,1603650
07/12/2007,W,962640,631002,1593642
07/13/2007,W,956346,676306,1632652
07/14/2007,A,687968,383132,1071100
07/15/2007,U,489228,289728,778956
07/16/2007,W,939642,627282,1566924
07/17/2007,W,945057,637429,1582486
07/18/2007,W,939708,654848,1594556
07/19/2007,W,935717,648112,1583829
07/20/2007,W,959207,655992,1615199
07/21/2007,A,685445,366356,1051801
07/22/2007,U,480317,266827,747144
07/23/2007,W,937452,613805,1551257
07/24/2007,W,935763,624166,1559929
07/25/2007,W,939278,626658,1565936
07/26/2007,W,919288,624338,1543626
07/27/2007,W,923332,625772,1549104
07/28/2007,A,641760,380163,1021923
07/29/2007,U,457951,272684,730635
07/30/2007,W,917757,620439,1538196
07/31/2007,W,946285,637331,1583616
08/01/2007,W,974958,643448,1618406
08/02/2007,W,944912,650901,1595813
08/03/2007,W,976842,692273,1669115
08/04/2007,A,646378,422115,1068493
08/05/2007,U,457228,332786,790014
08/06/2007,W,908881,591244,1500125
08/07/2007,W,930259,609984,1540243
08/08/2007,W,911127,598593,1509720
08/09/2007,W,921233,610768,1532001
08/10/2007,W,942284,617817,1560101
08/11/2007,A,710009,379200,1089209
08/12/2007,U,472709,262521,735230
08/13/2007,W,901029,574616,1475645
08/14/2007,W,905711,605080,1510791
08/15/2007,W,906121,603458,1509579
08/16/2007,W,910468,620464,1530932
08/17/2007,W,940525,629675,1570200
08/18/2007,A,613516,367895,981411
08/19/2007,U,384648,241159,625807
08/20/2007,W,869663,597026,1466689
08/21/2007,W,927597,600468,1528065
08/22/2007,W,929593,601469,1531062
08/23/2007,W,848806,578731,1427537
08/24/2007,W,886880,605153,1492033
08/25/2007,A,660678,362365,1023043
08/26/2007,U,491356,274617,765973
08/27/2007,W,952232,609440,1561672
08/28/2007,W,986289,648482,1634771
08/29/2007,W,961627,640436,1602063
08/30/2007,W,968474,666661,1635135
08/31/2007,W,1012720,674373,1687093
09/01/2007,A,697334,412998,1110332
09/02/2007,U,506887,328760,835647
09/03/2007,U,461629,275023,736652
09/04/2007,W,1096027,666200,1762227
09/05/2007,W,1097897,689499,1787396
09/06/2007,W,1068817,689347,1758164
09/07/2007,W,1043967,668804,1712771
09/08/2007,A,700510,374022,1074532
09/09/2007,U,484803,266371,751174
09/10/2007,W,1072218,676612,1748830
09/11/2007,W,1108582,679973,1788555
09/12/2007,W,1090043,680733,1770776
09/13/2007,W,1073415,664991,1738406
09/14/2007,W,1070397,669129,1739526
09/15/2007,A,642789,378741,1021530
09/16/2007,U,455579,272814,728393
09/17/2007,W,1080112,675627,1755739
09/18/2007,W,1104193,689330,1793523
09/19/2007,W,1098945,692726,1791671
09/20/2007,W,1085299,682588,1767887
09/21/2007,W,1077275,697999,1775274
09/22/2007,A,678534,361587,1040121
09/23/2007,U,481232,269325,750557
09/24/2007,W,1065887,649262,1715149
09/25/2007,W,1064946,664976,1729922
09/26/2007,W,1009515,660197,1669712
09/27/2007,W,1093222,675936,1769158
09/28/2007,W,1080223,680820,1761043
09/29/2007,A,678705,358750,1037455
09/30/2007,U,463947,239074,703021
10/01/2007,W,1088750,652510,1741260
10/02/2007,W,1129578,669817,1799395
10/03/2007,W,1141300,678734,1820034
10/04/2007,W,1121496,682778,1804274
10/05/2007,W,1108038,681736,1789774
10/06/2007,A,693470,430713,1124183
10/07/2007,U,450253,394647,844900
10/08/2007,W,857090,563619,1420709
10/09/2007,W,1119151,673318,1792469
10/10/2007,W,1075443,666054,1741497
10/11/2007,W,1080412,674960,1755372
10/12/2007,W,1081900,669582,1751482
10/13/2007,A,657864,338481,996345
10/14/2007,U,452914,234730,687644
10/15/2007,W,1087003,651751,1738754
10/16/2007,W,1084935,664961,1749896
10/17/2007,W,1096384,668523,1764907
10/18/2007,W,1056395,666975,1723370
10/19/2007,W,974134,654836,1628970
10/20/2007,A,731918,352442,1084360
10/21/2007,U,499779,243884,743663
10/22/2007,W,1056369,648233,1704602
10/23/2007,W,1088752,662913,1751665
10/24/2007,W,1080803,662981,1743784
10/25/2007,W,1072949,672155,1745104
10/26/2007,W,1061706,659354,1721060
10/27/2007,A,678861,330492,1009353
10/28/2007,U,472765,233248,706013
10/29/2007,W,1049394,639837,1689231
10/30/2007,W,1088015,654838,1742853
10/31/2007,W,1036100,646598,1682698
11/01/2007,W,1102515,662120,1764635
11/02/2007,W,1019370,640204,1659574
11/03/2007,A,718550,331447,1049997
11/04/2007,U,491005,224395,715400
11/05/2007,W,1074116,645467,1719583
11/06/2007,W,1063193,655389,1718582
11/07/2007,W,1010629,643227,1653856
11/08/2007,W,1058758,663386,1722144
11/09/2007,W,1038131,658500,1696631
11/10/2007,A,699360,323757,1023117
11/11/2007,U,462568,216467,679035
11/12/2007,W,843086,551847,1394933
11/13/2007,W,1095253,660671,1755924
11/14/2007,W,1073985,652294,1726279
11/15/2007,W,1056246,653620,1709866
11/16/2007,W,1063833,645494,1709327
11/17/2007,A,651609,373784,1025393
11/18/2007,U,451689,224895,676584
11/19/2007,W,1045626,628079,1673705
11/20/2007,W,1055688,638081,1693769
11/21/2007,W,933046,578739,1511785
11/22/2007,U,294447,157890,452337
11/23/2007,W,619195,356064,975259
11/24/2007,A,541464,285732,827196
11/25/2007,U,396237,221021,617258
11/26/2007,W,1009519,612439,1621958
11/27/2007,W,1044685,629784,1674469
11/28/2007,W,1030447,627268,1657715
11/29/2007,W,1015386,625742,1641128
11/30/2007,W,1064598,631624,1696222
12/01/2007,A,606838,307004,913842
12/02/2007,U,423280,219797,643077
12/03/2007,W,1064265,605852,1670117
12/04/2007,W,1082140,625524,1707664
12/05/2007,W,1024462,623607,1648069
12/06/2007,W,1029586,619960,1649546
12/07/2007,W,956775,609732,1566507
12/08/2007,A,636461,326501,962962
12/09/2007,U,423634,215699,639333
12/10/2007,W,1036018,597674,1633692
12/11/2007,W,1002470,605203,1607673
12/12/2007,W,1051962,615293,1667255
12/13/2007,W,1039827,615948,1655775
12/14/2007,W,1045488,611182,1656670
12/15/2007,A,606795,316867,923662
12/16/2007,U,412777,215055,627832
12/17/2007,W,968005,564404,1532409
12/18/2007,W,1009642,582487,1592129
12/19/2007,W,1027855,587683,1615538
12/20/2007,W,1016117,578637,1594754
12/21/2007,W,1014168,563789,1577957
12/22/2007,A,613180,290854,904034
12/23/2007,U,347895,184560,532455
12/24/2007,W,531176,252649,783825
12/25/2007,U,249699,111582,361281
12/26/2007,W,707668,399662,1107330
12/27/2007,W,773602,462843,1236445
12/28/2007,W,747807,463830,1211637
12/29/2007,A,546998,277819,824817
12/30/2007,U,412003,232213,644216
12/31/2007,W,669463,405727,1075190
01/01/2008,U,295571,174243,469814
01/02/2008,W,699149,471241,1170390
01/03/2008,W,783950,517492,1301442
01/04/2008,W,851632,537002,1388634
01/05/2008,A,568839,280264,849103
01/06/2008,U,415385,207391,622776
01/07/2008,W,988485,588092,1576577
01/08/2008,W,990597,592632,1583229
01/09/2008,W,1023189,604515,1627704
01/10/2008,W,998489,602398,1600887
01/11/2008,W,1022368,602428,1624796
01/12/2008,A,604388,299546,903934
01/13/2008,U,391645,202380,594025
01/14/2008,W,996258,607357,1603615
01/15/2008,W,1013209,616432,1629641
01/16/2008,W,1041939,626138,1668077
01/17/2008,W,998608,619823,1618431
01/18/2008,W,959859,585432,1545291
01/19/2008,A,414819,231306,646125
01/20/2008,U,291354,168692,460046
01/21/2008,W,611887,382753,994640
01/22/2008,W,992432,615285,1607717
01/23/2008,W,974052,605979,1580031
01/24/2008,W,910998,588279,1499277
01/25/2008,W,859813,565226,1425039
01/26/2008,A,572085,293979,866064
01/27/2008,U,413581,213177,626758
01/28/2008,W,1025845,623259,1649104
01/29/2008,W,1011729,627428,1639157
01/30/2008,W,882014,580657,1462671
01/31/2008,W,961357,626504,1587861
02/01/2008,W,911151,593534,1504685
02/02/2008,A,627807,320544,948351
02/03/2008,U,416661,216443,633104
02/04/2008,W,1004041,608975,1613016
02/05/2008,W,1058756,632513,1691269
02/06/2008,W,925504,609115,1534619
02/07/2008,W,1028104,633781,1661885
02/08/2008,W,1031968,622837,1654805
02/09/2008,A,627412,319751,947163
02/10/2008,U,300232,176228,476460
02/11/2008,W,818840,559672,1378512
02/12/2008,W,819820,553554,1373374
02/13/2008,W,1039517,630232,1669749
02/14/2008,W,1074632,640598,1715230
02/15/2008,W,1036232,618258,1654490
02/16/2008,A,649814,336935,986749
02/17/2008,U,411858,218846,630704
02/18/2008,W,715974,456610,1172584
02/19/2008,W,967658,595964,1563622
02/20/2008,W,961552,601847,1563399
02/21/2008,W,1001382,615384,1616766
02/22/2008,W,1021900,610589,1632489
02/23/2008,A,648822,325327,974149
02/24/2008,U,439134,222548,661682
02/25/2008,W,1003187,602866,1606053
02/26/2008,W,970886,605240,1576126
02/27/2008,W,1019462,617002,1636464
02/28/2008,W,1028392,620602,1648994
02/29/2008,W,1049773,618230,1668003
03/01/2008,A,668866,322061,990927
03/02/2008,U,465660,229531,695191
03/03/2008,W,890785,556767,1447552
03/04/2008,W,1053813,619343,1673156
03/05/2008,W,1059027,620660,1679687
03/06/2008,W,1055418,624362,1679780
03/07/2008,W,1031200,604635,1635835
03/08/2008,A,590236,294749,884985
03/09/2008,U,415621,215690,631311
03/10/2008,W,1024901,606737,1631638
03/11/2008,W,1062865,633917,1696782
03/12/2008,W,1068268,640051,1708319
03/13/2008,W,1070019,642018,1712037
03/14/2008,W,1077635,647279,1724914
03/15/2008,A,645518,407380,1052898
03/16/2008,U,447363,243823,691186
